text,key,ta_a1,ta_a2,ta_a3,ta_a4,ta_a5,ta_a6
<handle replaced><handle replaced>பொட்டை தூமைபயலே சூன்னியரசு,question_1,,,,0.0,,
<handle replaced><handle replaced>பொட்டை புண்டைவுல விஜய் போலவே செய்யாதிங்கா டா  கொஞ்சம் ஆவுது ஆம்பளை ஆஹ் ரிப்ளை பண்ணுங்க  இல்லைனா மண்டிபோட்டு ஊம்பி கதருங்க,question_1,,,1.0,,,
<handle replaced><handle replaced>பொட்டைத்தனத்தை அப்பவி மக்களிடம் காட்டும் கொட்டையில்லாத பொட்டை நாய் டம்ளர்கள்,question_1,,,1.0,,,
<handle replaced><handle replaced>பொதுச் சொத்து பொதுமக்களுக்கே,question_1,,,,,0.0,
<handle replaced><handle replaced>போட தள்ளுபடி தாயோளி....,question_1,1.0,,,,,
<handle replaced><handle replaced>போட புண்டை அப்டின்னு சொல்லி விட்டு போனார் அந்த #விவசாயி..,question_1,,,,,1.0,
"<handle replaced><handle replaced>போடா உங்கம்மாளை ஓக்க, பலவேச தேவிடியா மகனே.. உன்னை உங்கம்மா ஊர்ல உள்ளவனுக்கு தான் ஓத்து பெத்து இருக்கா வேஷதேவிடியா பயலே",question_1,1.0,,,,,
<handle replaced><handle replaced>போடா கள்ள தேவ்டியா பயலே....கதறியே சாவு..... .,question_1,1.0,,,,,
<handle replaced><handle replaced>போடா டெபாசிட் வாங்க துப்பு இல்லாத தற்குறி தும்பி . . நாடு இல்லாத அகதி நாய்களுக்கு வசூல் பண்ணி புடுங்க போறான் சாமான் புடுங்கி .,question_1,,,1.0,,,
<handle replaced><handle replaced>போடா தேவிடியா மவனே கொம்மாள ஓக்க,question_1,,1.0,,,,
<handle replaced><handle replaced>போடா நாய் டம்ளர் பொம்பள பொருக்கி..... இப்போ ஹிந்திக்காரன் சுண்ணியை ஊம்ப போய்ட்டியா தேவடியா பயலே......,question_1,,,1.0,,,
<handle replaced><handle replaced>போடா புண்ட,question_1,,,1.0,,,
<handle replaced><handle replaced>போடா புண்டை,question_1,,,1.0,,,
<handle replaced><handle replaced>போடா பொட்ட தாயோளி நேத்து வாங்குன சூத்தடி பத்தல  அஜித் விந்து பொறந்தவனே,question_1,,0.0,,,,
<handle replaced><handle replaced>போடா பொட்டை நாய்,question_1,,,,,1.0,
<handle replaced><handle replaced>போடா பொட்டை பயலே குஜராத்தி பீசப்பி நாயிக மக்குவாயன் வாஜிபாய் ஜெயில் லலிதா செருப்பால அடிச்சு ஆட்சிய கவிழ்த்தப்போ கலைஞர் காலை நக்கி கூட்டணி வைச்சு ஜேயிக்கலையா பொண்டுக கூதி  மதசார்பற்ற கட்சிகள் ஒரே அணியில நிக்கிறாங்கடா மதவெறி மண்டுகமே பொட்டைன்னு சொல்லி பெண்களை அவமதிக்காத செனை பண்ணி,question_1,,,1.0,,,
<handle replaced><handle replaced>போடா பொட்டை புண்டை😂,question_1,,,,0.0,,
<handle replaced><handle replaced>போடா முட்டா கூதி  ஒலுக்கும் ஒரு அளவு இல்ல,question_1,,,,0.0,,
<handle replaced><handle replaced>போடா லூசு கூ எனக்கு தெரியும் எப்படி தினகரன் RK நகர்ல வின் பண்ணினான்னு என்னோட கைல 20ரூபாய் டோக்கன் இருக்கு இப்பவாது காசு கிடைக்குமா. போடா லூசு கம்முநாட்டி கூ.,question_1,0.0,,,,,
<handle replaced><handle replaced>போடாங் கோத்தா 😏🏃🏃,question_1,,,,0.0,,
<handle replaced><handle replaced>போட்டது உருண்டையான கல்லு யா.கலவரம் தான் திரும்ப வரும்.கல்லு வராது.,question_1,,0.0,,,,
<handle replaced><handle replaced>போதும் sis,question_1,,,,0.0,,
<handle replaced><handle replaced>போதை மற்றும் சாமான் விளையாட்டு என மாற்றி கூறவும் 😷😷,question_1,,,,,0.0,
